Codice Ripartizione geografica;Codice Regione;Codice Provincia (Storico);Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1463;2024;2585;2024
7393;2024;3695;2024
3316;2024;463;2024
7397;2024;1624;2024
8741;2024;6297;2024
6311;2024;248;2024
9193;2024;16494;2024
4859;2024;1995;2024
3090;2024;466;2024
8781;2024;804;2024
1666;2024;1068;2024
2173;2024;12139;2024
9528;2024;1242;2024
0859;2024;787;2024
0065;2024;3049;2024
5064;2024;482;2024
4046;2024;3734;2024
7105;2024;99;2024
0289;2024;3112;2024
8027;2024;1552;2024
2030;2024;2871;2024
9864;2024;531;2024
7366;2024;17351;2024
5987;2024;3364;2024
0820;2024;523;2024
2237;2024;2115;2024
1093;2024;11642;2024
9647;2024;577;2024
4190;2024;3457;2024
3713;2024;763;2024
9616;2024;2236;2024
9191;2024;3075;2024
3900;2024;8738;2024
7583;2024;4600;2024
1350;2024;390;2024
9471;2024;434;2024
5702;2024;8388;2024
3591;2024;1493;2024
5597;2024;1478;2024
6868;2024;1299;2024
4760;2024;1105;2024
0591;2024;1608;2024
0661;2024;5755;2024
0973;2024;6221;2024
2313;2024;3359;2024
4924;2024;7309;2024
1313;2024;5837;2024
0864;2024;1292;2024
1318;2024;1157;2024
8499;2024;5559;2024
9504;2024;266;2024
1953;2024;2572;2024
0319;2024;644;2024
4077;2024;2010;2024
5370;2024;885;2024
2591;2024;711;2024
6791;2024;9232;2024
7163;2024;28084;2024
1238;2024;1876;2024
1726;2024;1499;2024
3141;2024;3036;2024
5512;2024;13738;2024
5245;2024;1754;2024
2795;2024;2191;2024
7063;2024;9826;2024
3756;2024;407;2024
1346;2024;6504;2024
3286;2024;2328;2024
9599;2024;5384;2024
1596;2024;1777;2024
0516;2024;984;2024
8164;2024;149;2024
7006;2024;874;2024
4479;2024;328;2024
6132;2024;1499;2024
0224;2024;1974;2024
1967;2024;35819;2024
1187;2024;229;2024
7550;2024;850;2024
9167;2024;1514;2024
2027;2024;26058;2024
1638;2024;365;2024
9344;2024;232;2024
1965;2024;338;2024
7329;2024;18065;2024
6871;2024;190;2024
8788;2024;1476;2024
5724;2024;3350;2024
1075;2024;47814;2024
3321;2024;324;2024
5895;2024;588;2024
1129;2024;4436;2024
4917;2024;3089;2024
2387;2024;411;2024
8709;2024;923;2024
7335;2024;7793;2024
3083;2024;9495;2024
5394;2024;8986;2024
5473;2024;245;2024
8499;2024;4982;2024
8931;2024;2145;2024
4091;2024;471;2024
0396;2024;2626;2024
3457;2024;738;2024
6429;2024;2256;2024
5002;2024;3166;2024
8186;2024;272;2024
9482;2024;1582;2024
1488;2024;2829;2024
4018;2024;555;2024
5108;2024;9186;2024
4442;2024;1114;2024
3830;2024;595;2024
7379;2024;16295;2024
8199;2024;4077;2024
9872;2024;681;2024
0935;2024;196;2024
3296;2024;993;2024
1375;2024;36505;2024
7505;2024;44;2024
0293;2024;681;2024
7718;2024;351;2024
5042;2024;429;2024
1076;2024;22532;2024
0354;2024;1759;2024
7929;2024;8702;2024
2876;2024;4995;2024
2901;2024;1404;2024
9192;2024;16232;2024
6752;2024;158;2024
9365;2024;1747;2024
3912;2024;460;2024
5175;2024;1288;2024
7157;2024;1729;2024
2095;2024;1057;2024
1914;2024;1213;2024
7414;2024;7148;2024
0398;2024;494;2024
2585;2024;554;2024
1404;2024;1178;2024
3132;2024;415;2024
2599;2024;1263;2024
2587;2024;55;2024
0703;2024;3729;2024
6942;2024;690;2024
3281;2024;4307;2024
5438;2024;794;2024
6384;2024;1334;2024
0872;2024;734;2024
0825;2024;399;2024
3331;2024;609;2024
6554;2024;332;2024
5444;2024;55439;2024
5006;2024;48;2024
6568;2024;714;2024
4681;2024;958;2024
3567;2024;3296;2024
9036;2024;5024;2024
3897;2024;839;2024
4898;2024;832;2024
6222;2024;45830;2024
0484;2024;99;2024
3530;2024;6634;2024
0743;2024;271;2024
6422;2024;7662;2024
5543;2024;518;2024
3030;2024;1428;2024
2081;2024;22811;2024
1541;2024;732;2024
4886;2024;1158;2024
5771;2024;899;2024
7859;2024;3277;2024
4058;2024;1175;2024
0819;2024;836;2024
8885;2024;1958;2024
6886;2024;413;2024
4056;2024;1170;2024
5399;2024;3618;2024
1482;2024;4020;2024
0905;2024;3106;2024
7080;2024;499;2024
3937;2024;554;2024
0041;2024;734;2024
3498;2024;599;2024
4634;2024;15604;2024
7185;2024;2781;2024
3375;2024;35439;2024
8153;2024;8357;2024
6488;2024;3762;2024
1458;2024;18051;2024
9033;2024;3276;2024
0347;2024;1227;2024
6190;2024;10197;2024
5611;2024;944;2024
0611;2024;3020;2024
4477;2024;1123;2024
2018;2024;705;2024
6097;2024;256;2024
8460;2024;1871;2024
4785;2024;216;2024
5051;2024;1259;2024
2419;2024;695;2024
8802;2024;456;2024
0379;2024;315;2024
9560;2024;328;2024
7884;2024;976;2024
6657;2024;1758;2024
6001;2024;47;2024
8333;2024;1141;2024
1076;2024;20057;2024
8330;2024;4746;2024
5839;2024;2456;2024
2460;2024;12326;2024
8733;2024;1543;2024
5000;2024;46560;2024
5773;2024;3077;2024
1910;2024;1717;2024
7040;2024;1974;2024
2106;2024;2702;2024
2688;2024;383;2024
6878;2024;1921;2024
4078;2024;221;2024
3733;2024;752;2024
0649;2024;5100;2024
9371;2024;2516;2024
1003;2024;788;2024
9520;2024;1845;2024
3197;2024;627;2024
1034;2024;462;2024
6752;2024;61;2024
4329;2024;1519;2024
2315;2024;6079;2024
9068;2024;4036;2024
3808;2024;358;2024
3037;2024;497;2024
9795;2024;4808;2024
6512;2024;3676;2024
8619;2024;1709;2024
8867;2024;3264;2024
4051;2024;2505;2024
7367;2024;958;2024
6130;2024;3270;2024
7933;2024;822;2024
3443;2024;10275;2024
5489;2024;18411;2024
4441;2024;1447;2024
1243;2024;234;2024
1226;2024;3159;2024
5783;2024;1883;2024
5720;2024;3630;2024
3684;2024;4518;2024
7947;2024;4074;2024
1984;2024;10480;2024
