Codice Ripartizione geografica;Codice Regione;Codice Provincia (Storico);Codice Provincia/Uts;Codice Comune (alfanumerico);Codice Comune (numerico);Comune;Comune (dizione straniera);Sigla automobilistica;Capoluogo di Provincia/Uts;Capoluogo di Regione;Popolazione legale;Anno Censimento;Superficie (Kmq);Anno (Superficie);Popolazione residente;Anno (Popolazione residente)
1463;2023;2596;2023
7393;2023;3686;2023
3316;2023;472;2023
7397;2023;1617;2023
8741;2023;6315;2023
6311;2023;246;2023
9193;2023;16587;2023
4859;2023;2001;2023
3090;2023;467;2023
8781;2023;806;2023
1666;2023;1073;2023
2173;2023;12191;2023
9528;2023;1242;2023
0859;2023;784;2023
0065;2023;3061;2023
5064;2023;504;2023
4046;2023;3728;2023
7105;2023;101;2023
0289;2023;3110;2023
8027;2023;1562;2023
2030;2023;2978;2023
9864;2023;554;2023
7366;2023;17416;2023
5987;2023;3323;2023
0820;2023;536;2023
2237;2023;2118;2023
1093;2023;11719;2023
9647;2023;586;2023
4190;2023;3468;2023
3713;2023;768;2023
9616;2023;2213;2023
9191;2023;3072;2023
3900;2023;8698;2023
7583;2023;4601;2023
1350;2023;390;2023
9471;2023;444;2023
5702;2023;8429;2023
3591;2023;1499;2023
5597;2023;1485;2023
6868;2023;1315;2023
4760;2023;1116;2023
0591;2023;1595;2023
0661;2023;5667;2023
0973;2023;6208;2023
2313;2023;3319;2023
4924;2023;7334;2023
1313;2023;5884;2023
0864;2023;1305;2023
1318;2023;1188;2023
8499;2023;5618;2023
9504;2023;269;2023
1953;2023;2589;2023
0319;2023;624;2023
4077;2023;2015;2023
5370;2023;884;2023
2591;2023;724;2023
6791;2023;9125;2023
7163;2023;28086;2023
1238;2023;1890;2023
1726;2023;1510;2023
3141;2023;3021;2023
5512;2023;13765;2023
5245;2023;1780;2023
2795;2023;2197;2023
7063;2023;9792;2023
3756;2023;397;2023
1346;2023;6491;2023
3286;2023;2315;2023
9599;2023;5419;2023
1596;2023;1759;2023
0516;2023;1007;2023
8164;2023;153;2023
7006;2023;886;2023
4479;2023;335;2023
6132;2023;1517;2023
0224;2023;1979;2023
1967;2023;35831;2023
1187;2023;227;2023
7550;2023;859;2023
9167;2023;1516;2023
2027;2023;26118;2023
1638;2023;368;2023
9344;2023;245;2023
1965;2023;340;2023
7329;2023;18093;2023
6871;2023;200;2023
8788;2023;1466;2023
5724;2023;3265;2023
1075;2023;48031;2023
3321;2023;331;2023
5895;2023;585;2023
1129;2023;4437;2023
4917;2023;3039;2023
2387;2023;427;2023
8709;2023;912;2023
7335;2023;7829;2023
3083;2023;9488;2023
5394;2023;9012;2023
5473;2023;244;2023
8499;2023;5006;2023
8931;2023;2163;2023
4091;2023;475;2023
0396;2023;2653;2023
3457;2023;729;2023
6429;2023;2230;2023
5002;2023;3162;2023
8186;2023;270;2023
9482;2023;1592;2023
1488;2023;2836;2023
4018;2023;538;2023
5108;2023;9254;2023
4442;2023;1100;2023
3830;2023;594;2023
7379;2023;16301;2023
8199;2023;4091;2023
9872;2023;661;2023
0935;2023;201;2023
3296;2023;990;2023
1375;2023;36696;2023
7505;2023;46;2023
0293;2023;690;2023
7718;2023;364;2023
5042;2023;443;2023
1076;2023;22427;2023
0354;2023;1764;2023
7929;2023;8724;2023
2876;2023;4953;2023
2901;2023;1405;2023
9192;2023;16232;2023
6752;2023;158;2023
9365;2023;1746;2023
3912;2023;455;2023
5175;2023;1309;2023
7157;2023;1714;2023
2095;2023;1078;2023
1914;2023;1141;2023
7414;2023;7111;2023
0398;2023;502;2023
2585;2023;552;2023
1404;2023;1177;2023
3132;2023;423;2023
2599;2023;1286;2023
2587;2023;57;2023
0703;2023;3712;2023
6942;2023;683;2023
3281;2023;4285;2023
5438;2023;810;2023
6384;2023;1299;2023
0872;2023;724;2023
0825;2023;404;2023
3331;2023;611;2023
6554;2023;319;2023
5444;2023;55751;2023
5006;2023;49;2023
6568;2023;706;2023
4681;2023;970;2023
3567;2023;3310;2023
9036;2023;5057;2023
3897;2023;838;2023
4898;2023;835;2023
6222;2023;46006;2023
0484;2023;106;2023
3530;2023;6705;2023
0743;2023;273;2023
6422;2023;7688;2023
5543;2023;518;2023
3030;2023;1445;2023
2081;2023;22975;2023
1541;2023;742;2023
4886;2023;1154;2023
5771;2023;919;2023
7859;2023;3256;2023
4058;2023;1196;2023
0819;2023;833;2023
8885;2023;1970;2023
6886;2023;419;2023
4056;2023;1166;2023
5399;2023;3588;2023
1482;2023;4001;2023
0905;2023;3077;2023
7080;2023;502;2023
3937;2023;557;2023
0041;2023;736;2023
3498;2023;588;2023
4634;2023;15476;2023
7185;2023;2785;2023
3375;2023;35431;2023
8153;2023;8400;2023
6488;2023;3757;2023
1458;2023;17952;2023
9033;2023;3266;2023
0347;2023;1274;2023
6190;2023;10173;2023
5611;2023;968;2023
0611;2023;2989;2023
4477;2023;1130;2023
2018;2023;740;2023
6097;2023;257;2023
8460;2023;1891;2023
4785;2023;222;2023
5051;2023;1259;2023
2419;2023;696;2023
8802;2023;459;2023
0379;2023;333;2023
9560;2023;330;2023
7884;2023;980;2023
6657;2023;1746;2023
6001;2023;52;2023
8333;2023;1145;2023
1076;2023;20195;2023
8330;2023;4754;2023
5839;2023;2494;2023
2460;2023;12374;2023
8733;2023;1547;2023
5000;2023;46799;2023
5773;2023;3083;2023
1910;2023;1716;2023
7040;2023;1984;2023
2106;2023;2665;2023
2688;2023;315;2023
6878;2023;1911;2023
4078;2023;217;2023
3733;2023;756;2023
0649;2023;5100;2023
9371;2023;2428;2023
1003;2023;806;2023
9520;2023;1835;2023
3197;2023;619;2023
1034;2023;455;2023
6752;2023;71;2023
4329;2023;1509;2023
2315;2023;6089;2023
9068;2023;4027;2023
3808;2023;361;2023
3037;2023;503;2023
9795;2023;4832;2023
6512;2023;3674;2023
8619;2023;1735;2023
8867;2023;3260;2023
4051;2023;2481;2023
7367;2023;974;2023
6130;2023;3260;2023
7933;2023;804;2023
3443;2023;10257;2023
5489;2023;18527;2023
4441;2023;1453;2023
1243;2023;236;2023
1226;2023;3149;2023
5783;2023;1881;2023
5720;2023;3652;2023
3684;2023;4538;2023
7947;2023;4101;2023
1984;2023;10478;2023
2773;2023;227;2023
3112;2023;1015;2023
6768;2023;3200;2023
0309;2023;791;2023
3557;2023;1418;2023
9159;2023;901;2023
0579;2023;469;2023
3902;2023;45693;2023
2614;2023;1509;2023
6786;2023;927;2023
2140;2023;249;2023
4686;2023;6047;2023
9880;2023;5898;2023
6750;2023;746;2023
0547;2023;851199;2023
8239;2023;2996;2023
4545;2023;613;2023
0981;2023;4628;2023
4058;2023;3749;2023
3600;2023;306;2023
4544;2023;510;2023
3476;2023;10600;2023
9669;2023;173;2023
5378;2023;192;2023
2293;2023;1372;2023
5262;2023;3970;2023
1197;2023;960;2023
0792;2023;780;2023
9095;2023;2953;2023
8553;2023;96;2023
5578;2023;844;2023
0929;2023;1415;2023
1436;2023;839;2023
4469;2023;32071;2023
4607;2023;4830;2023
9434;2023;1326;2023
0691;2023;749;2023
6453;2023;262;2023
9677;2023;463;2023
1543;2023;5010;2023
7862;2023;4591;2023
0307;2023;1211;2023
4088;2023;3543;2023
7067;2023;2808;2023
4096;2023;995;2023
6867;2023;1927;2023
2930;2023;1057;2023
